,movie,imdb,metascore,votes,gross,year
1559,A Dangerous Method,6.5,76,86070,5702083,2011
1560,Patch Adams,6.7,25,85901,135014968,1998
1561,Jack Reacher: Never Go Back,6.1,47,85882,58399160,2016
1562,Crimson Tide,7.3,66,85814,91400000,1995
1563,Broken Flowers,7.2,79,85801,13736078,2005
1564,The Basketball Diaries,7.3,46,85784,2424439,1995
1565,The Counselor,5.3,48,85762,16969390,2013
1566,Poseidon,5.6,50,85752,60655503,2006
1567,Patriot Games,6.9,64,85727,83287363,1992
1568,Music and Lyrics,6.5,59,85633,50562555,2007
1569,Bedazzled,6.0,49,85573,37879996,2000
1570,Conan the Barbarian,5.2,36,85424,21270904,2011
1571,Willow,7.3,47,85297,57269863,1988
1572,Lockout,6.1,48,85208,14291570,2012
1573,Julie & Julia,7.0,66,85190,94125426,2009
1574,Bride Wars,5.5,24,85170,58715510,2009
1575,Before the Devil Knows You're Dead,7.3,84,85118,7083025,2007
1576,Marie Antoinette,6.4,65,85074,15962471,2006
1577,Babylon A.D.,5.6,26,85049,22531698,2008
1578,Drive Angry,5.5,44,84984,10706786,2011
1579,Legion,5.2,32,84983,40168080,2010
1580,Bridget Jones: The Edge of Reason,5.9,44,84981,40203020,2004
1581,Faa yeung nin wa,8.1,85,84960,2734044,2000
1582,Little Nicky,5.3,38,84835,39442871,2000
1583,Never Back Down,6.6,39,84823,24848292,2008
1584,Faster,6.5,44,84687,23225911,2010
1585,Ran,8.2,96,84640,3522421,1985
1586,Movie 43,4.3,18,84633,8828771,2013
1587,Dancer in the Dark,8.0,61,84483,4157491,2000
1588,The Visit,6.2,55,84418,65069140,2015
1589,Hodejegerne,7.6,72,84404,1196752,2011
1590,Not Another Teen Movie,5.7,32,84399,37882551,2001
1591,Hot Shots!,6.7,61,84316,69467617,1991
1592,The Lucky One,6.5,39,84209,60443237,2012
1593,Run All Night,6.6,59,84125,26442251,2015
1594,Dinner for Schmucks,5.9,56,84093,72980108,2010
1595,Ruby Sparks,7.2,67,83888,2535819,2012
1596,Ride Along,6.2,41,83862,134141530,2014
1597,The Cell,6.3,40,83572,61280963,2000
1598,The Shallows,6.3,59,83503,55121623,2016
1599,Lady in the Water,5.6,36,83456,42272747,2006
1600,Vacancy,6.2,54,83401,18986844,2007
1601,Sense and Sensibility,7.7,84,83389,42700000,1995
1602,Hereafter,6.5,56,82945,32741596,2010
1603,The Switch,6.1,52,82935,27758465,2010
1604,"Love, Rosie",7.2,44,82913,14893,2014
1605,Filth,7.1,56,82859,34321,2013
1606,That Awkward Moment,6.2,36,82742,26049082,2014
1607,Splice,5.8,66,82696,16999046,2009
1608,The International,6.5,52,82680,25450527,2009
1609,The Lorax,6.5,46,82670,213949505,2012
1610,The Cider House Rules,7.4,75,82654,57536361,1999
1611,Ali,6.8,65,82645,58183966,2001
1612,The American,6.3,61,82530,35596227,2010
1613,The Five-Year Engagement,6.2,62,82508,28644770,2012
1614,Un prophète,7.9,90,82427,2084637,2009
1615,Jobs,5.9,44,82408,16117443,2013
1616,Cellular,6.5,60,82358,32003620,2004
1617,Be Kind Rewind,6.4,52,82293,11169531,2008
1618,Das Experiment,7.8,60,82202,141072,2001
1619,Tootsie,7.4,87,82066,177200000,1982
1620,Born on the Fourth of July,7.2,75,81969,70001698,1989
1621,Superman II,6.8,87,81963,108200000,1980
1622,Land of the Dead,6.2,71,81960,20433940,2005
1623,30 Minutes or Less,6.1,49,81943,37053924,2011
1624,U.S. Marshals,6.5,47,81944,57823170,1998
1625,Saw VI,6.0,30,81941,27669413,2009
1626,They Live,7.3,52,81873,13008928,1988
1627,I Love You Phillip Morris,6.6,65,81866,2035566,2009
1628,Philomena,7.6,77,81803,37707719,2013
1629,St. Vincent,7.3,64,81736,44134898,2014
1630,Glengarry Glen Ross,7.8,80,81501,10725228,1992
1631,Sixteen Candles,7.2,61,81446,20500000,1984
1632,The One,5.9,25,81426,43905746,2001
1633,eXistenZ,6.8,68,81406,2840417,1999
1634,Boys Don't Cry,7.6,86,81328,11533945,1999
1635,Friday,7.3,54,81297,27900000,1995
1636,Volver,7.6,84,81272,12899702,2006
1637,The Spy Who Loved Me,7.1,55,81273,46800000,1977
1638,Bad Grandpa,6.6,54,81172,101978840,2013
1639,Braindead,7.6,54,81158,242623,1992
1640,The X Files: I Want to Believe,5.9,47,81146,20981633,2008
1641,The Painted Veil,7.5,69,81122,8047690,2006
1642,Jacob's Ladder,7.5,62,81073,26118851,1990
1643,Sahara,6.0,41,80979,68642452,2005
1644,101 Dalmatians,5.7,49,80878,136182161,1996
1645,Conspiracy Theory,6.7,49,80751,76081498,1997
1646,Broken Arrow,6.0,61,80575,70450000,1996
1647,The Core,5.4,48,80564,31111260,2003
1648,Colombiana,6.4,45,80490,36665854,2011
1649,The Hurricane,7.6,74,80455,50668906,1999
1650,Bean,6.4,52,80447,45298656,1997
1651,Neighbors 2: Sorority Rising,5.7,58,80413,55291815,2016
1652,The Final Destination,5.2,30,80358,66466372,2009
1653,Primer,6.9,68,80338,424760,2004
1654,Paranormal Activity 3,5.8,59,80286,104007828,2011
1655,Intolerable Cruelty,6.3,71,80169,35096190,2003
1656,The Devil's Rejects,6.9,53,80150,16901126,2005
1657,13 Hours,7.3,48,80112,52822418,2016
1658,Super Troopers,7.1,48,80081,18488314,2001
1659,Frankenweenie,7.0,74,80055,35287788,2012
1660,A Christmas Carol,6.8,55,80057,137850096,2009
1661,Runaway Jury,7.1,61,80027,49440996,2003
1662,Ang-ma-reul bo-at-da,7.8,67,80006,128392,2010
1663,Carol,7.2,95,79998,253510,2015
1664,Cheaper by the Dozen,5.8,46,79974,138614544,2003
1665,Ghost Ship,5.5,28,79894,30079316,2002
1666,My Name Is Khan,8.0,50,79838,4018695,2010
1667,Monsters,6.4,63,79794,237301,2010
1668,Season of the Witch,5.4,28,79787,24823283,2011
1669,Atlantis: The Lost Empire,6.8,52,79784,84037039,2001
1670,Live and Let Die,6.8,55,79748,35400000,1973
1671,La migliore offerta,7.8,49,79699,85433,2013
1672,Friday the 13th,5.6,34,79685,64997188,2009
1673,Year One,4.9,34,79676,43337279,2009
1674,Elizabeth,7.5,75,79648,30012990,1998
1675,The Rite,6.0,38,79486,33037754,2011
1676,The Box,5.6,47,79470,15045676,2009
1677,The Best Exotic Marigold Hotel,7.3,62,79451,46377022,2011
1678,Dreamcatcher,5.5,35,79404,33685268,2003
1679,A Nightmare on Elm Street,5.2,35,79232,63059655,2010
1680,The Good Dinosaur,6.8,66,79228,123070338,2015
1681,My Sister's Keeper,7.4,51,79212,49185998,2009
1682,Doctor Dolittle,5.3,46,79210,144156464,1998
1683,Runaway Bride,5.5,39,79203,152149590,1999
1684,Edge of Darkness,6.6,55,79199,43290977,2010
1685,Letters to Juliet,6.6,50,79197,53021560,2010
1686,Waiting...,6.8,30,79069,16101109,2005
1687,Dirty Grandpa,6.0,21,78959,35537564,2016
1688,Crocodile Dundee,6.5,62,78844,174635000,1986
1689,Octopussy,6.6,63,78813,67900000,1983
1690,ParaNorman,7.0,72,78770,55994557,2012
1691,The Hot Chick,5.5,29,78750,35016147,2002
1692,Anaconda,4.7,37,78749,65557989,1997
1693,Diamonds Are Forever,6.7,59,78747,43800000,1971
1694,The Man with the Golden Gun,6.8,43,78623,21000000,1974
1695,Driving Miss Daisy,7.4,81,78579,106593296,1989
1696,Treasure Planet,7.1,60,78545,38120554,2002
1697,Home,6.7,55,78527,177343675,2015
1698,Nick and Norah's Infinite Playlist,6.7,64,78508,31487293,2008
1699,Burnt,6.6,42,78456,13650738,2015
1700,The Guardian,6.9,53,78439,54983983,2006
1701,Skyline,4.4,26,78315,21371425,2010
1702,Salinui chueok,8.1,82,78314,14131,2003
1703,Kubo and the Two Strings,7.8,84,78302,48019281,2016
1704,Monster House,6.6,68,78261,73661010,2006
1705,Revolver,6.5,25,78158,75420,2005
1706,Beginners,7.2,81,78116,5776314,2010
1707,Another Earth,7.0,66,78043,1316074,2011
1708,The Muppets,7.1,75,78018,88625922,2011
1709,Flickan som lekte med elden,7.2,66,78018,6942564,2009
1710,The Losers,6.4,44,78003,23527955,2010
1711,Yip Man 2,7.6,67,77958,204380,2010
1712,In the Line of Fire,7.2,74,77832,102314283,1993
1713,Disaster Movie,1.9,15,77728,14174654,2008
1714,Cop Out,5.6,31,77720,44867349,2010
1715,Our Idiot Brother,6.4,60,77579,24809547,2011
1716,The Ring Two,5.4,44,77540,75888270,2005
1717,Here Comes the Boom,6.4,40,77312,45290318,2012
1718,Good Luck Chuck,5.6,19,77182,35000629,2007
1719,Grosse Pointe Blank,7.4,76,77153,28014536,1997
1720,The Legend of Zorro,5.9,47,76936,45356386,2005
1721,Harry Brown,7.2,55,76923,1818681,2009
1722,National Lampoon's Vacation,7.4,60,76917,61400000,1983
1723,Election,7.3,83,76879,14879556,1999
1724,Scooby-Doo,5.0,35,76869,153288182,2002
1725,Leap Year,6.5,33,76799,12561,2010
1726,Dead Man Walking,7.6,80,76727,39025000,1995
1727,Dead Man,7.7,62,76688,1069600,1995
1728,Brother Bear,6.8,48,76629,85329248,2003
1729,Night at the Museum: Secret of the Tomb,6.2,47,76551,113733726,2014
1730,Killers,5.4,21,76519,47000485,2010
1731,For Your Eyes Only,6.8,54,76326,62300000,1981
1732,Gods of Egypt,5.5,25,76296,31141074,2016
1733,A League of Their Own,7.2,67,76276,107458785,1992
1734,Sling Blade,8.0,84,76251,24475416,1996
1735,Anna Karenina,6.6,63,76243,12802907,2012
1736,The Thomas Crown Affair,6.8,72,76189,69304264,1999
1737,While You Were Sleeping,6.7,67,76183,81057016,1995
1738,Vacation,6.1,34,76151,58879132,2015
1739,Bedtime Stories,6.1,33,76120,109993847,2008
1740,Righteous Kill,6.0,36,76072,40076438,2008
1741,Amour,7.9,94,76063,225377,2012
1742,War,6.3,36,76022,22466994,2007
1743,Nerve,6.6,58,76013,38562379,2016
1744,Piranha 3D,5.5,53,75951,25003072,2010
1745,The Raven,6.4,44,75886,16005978,2012
1746,Cashback,7.2,54,75722,24942,2006
1747,The Last Emperor,7.8,76,75617,43984230,1987
1748,A Good Year,6.9,47,75580,7458269,2006
1749,Sex Drive,6.5,49,75543,8396942,2008
1750,The People vs. Larry Flynt,7.3,79,75482,20191312,1996
1751,Lights Out,6.4,58,75468,67235683,2016
1752,Finding Forrester,7.3,62,75349,51768623,2000
1753,The Heartbreak Kid,5.8,46,75334,36771343,2007
1754,That's My Boy,5.6,31,75333,36931089,2012
1755,We Own the Night,6.9,59,75277,28563179,2007
1756,Take Shelter,7.4,85,75234,1729969,2011
1757,Final Fantasy: The Spirits Within,6.4,49,75141,32131830,2001
1758,The Great Wall,6.0,42,75159,45125480,2016
1759,Elektra,4.8,34,75132,24407944,2005
1760,Persepolis,8.1,90,75095,4443403,2007
1761,Gwoemul,7.0,85,75046,2201412,2006
1762,Haywire,5.8,67,75015,18934858,2011
1763,Sky Captain and the World of Tomorrow,6.1,64,74995,37760080,2004
1764,The 5th Wave,5.2,33,74988,34912982,2016
1765,My Week with Marilyn,7.0,65,74917,14597405,2011
1766,Funny Games,6.5,44,74793,1294640,2007
1767,Cool Runnings,6.9,60,74672,68856263,1993
1768,Half Nelson,7.2,85,74612,2694973,2006
1769,Paper Towns,6.3,56,74606,31990064,2015
1770,Out of Sight,7.0,85,74517,37339525,1998
1771,Elephant,7.2,70,74429,1227000,2003
1772,3 Days to Kill,6.2,40,74422,30688364,2014
1773,Mirror Mirror,5.6,46,74210,64933670,2012
1774,Monster's Ball,7.1,69,74188,31252964,2001
1775,The New World,6.7,69,74175,12712093,2005
1776,Moonraker,6.3,66,74156,62700000,1979
1777,Ghost Dog: The Way of the Samurai,7.5,67,74113,3300230,1999
1778,Goon,6.8,64,74082,4168144,2011
1779,Sweet November,6.7,27,74071,25178165,2001
1780,Bring It On,5.9,52,74005,68353550,2000
1781,Todo sobre mi madre,7.9,87,73925,8264530,1999
1782,Hostel: Part II,5.5,46,73815,17544812,2007
1783,Baby Driver,8.2,86,73740,92558357,2017
1784,Allegiant,5.7,33,73738,66002193,2016
1785,The Spiderwick Chronicles,6.6,62,73674,71148699,2008
1786,Biutiful,7.5,58,73663,5100937,2010
1787,It's Complicated,6.6,57,73639,112703470,2009
1788,Clear and Present Danger,6.9,74,73615,122012710,1994
1789,The Living Daylights,6.7,60,73476,51185897,1987
1790,Beasts of the Southern Wild,7.3,86,73465,12784397,2012
1791,Cop Land,6.9,64,73427,44886089,1997
1792,Zathura: A Space Adventure,6.1,67,73406,28045540,2005
1793,Hide and Seek,5.9,35,73334,51097664,2005
1794,The Last Witch Hunter,6.0,34,73022,27356090,2015
1795,To Rome with Love,6.3,54,72925,16684352,2012
1796,Saw 3D,5.6,24,72908,45670855,2010
1797,Ultraviolet,4.4,18,72906,18500966,2006
1798,Analyze That,5.9,37,72879,32122249,2002
1799,Around the World in 80 Days,5.8,49,72859,24004159,2004
1800,Journey 2: The Mysterious Island,5.8,41,72857,103812241,2012
1801,A View to a Kill,6.3,40,72825,50300000,1985
1802,Arlington Road,7.2,65,72773,24362501,1999
1803,August: Osage County,7.2,58,72716,37738400,2013
1804,The Quick and the Dead,6.4,49,72671,18636537,1995
1805,Beautiful Creatures,6.2,52,72642,19445217,2013
1806,Crazy Heart,7.3,83,72498,39462438,2009
1807,Mr. Popper's Penguins,6.0,53,72341,68218041,2011
1808,The Guest,6.7,76,72306,322600,2014
1809,The Last House on the Left,6.6,42,72296,32721635,2009
1810,Maid in Manhattan,5.1,45,72296,93815117,2002
1811,Bad Moms,6.2,60,72261,113078694,2016
1812,Universal Soldier,6.0,35,72183,36299898,1992
1813,The Pacifier,5.6,30,72117,113006880,2005
1814,The Bling Ring,5.6,66,72087,5841046,2013
1815,Submarine,7.3,76,72036,466702,2010
1816,Meet the Robinsons,6.9,61,72015,97821064,2007
1817,The Doors,7.2,62,71996,35183792,1991
1818,Hitman: Agent 47,5.7,28,71923,22464430,2015
1819,Dead Silence,6.2,34,71921,16545445,2007
1820,Sing,7.2,59,71913,270322340,2016
1821,Blood Simple.,7.7,81,71812,2150000,1984
1822,Thirteen,6.8,70,71745,4599680,2003
1823,Never Been Kissed,6.0,60,71723,55469238,1999
1824,The LEGO Batman Movie,7.4,75,71726,175686290,2017
1825,Secretary,7.0,63,71607,4046737,2002
1826,The Weather Man,6.6,61,71462,12469811,2005
1827,Stuck in Love,7.3,49,71412,78950,2012
1828,Hotel Transylvania 2,6.7,44,71383,169692572,2015
1829,The Santa Clause,6.4,57,71378,144833357,1994
1830,Step Up 2: The Streets,6.2,50,71272,58006147,2008
1831,Ghosts of Girlfriends Past,5.8,34,71257,52236131,2009
1832,She's All That,5.8,51,71202,63319509,1999
1833,The Smurfs,5.5,30,71145,142614158,2011
1834,Scoop,6.7,48,71112,10515579,2006
1835,Money Monster,6.5,55,71113,41008532,2016
1836,"You, Me and Dupree",5.6,46,71076,75604320,2006
1837,Following,7.6,60,70999,43188,1998
1838,Inherent Vice,6.7,81,70994,8093318,2014
1839,Malèna,7.5,54,70936,3429045,2000
1840,Daddy's Home,6.1,42,70865,150315155,2015
1841,Witness,7.4,76,70834,65500000,1985
1842,John Tucker Must Die,5.8,41,70812,41009669,2006
1843,The Kite Runner,7.6,61,70723,15797907,2007
1844,Cloudy with a Chance of Meatballs 2,6.5,59,70642,119793567,2013
1845,La môme,7.6,66,70611,10299782,2007
1846,Big Momma's House,5.1,33,70589,117559438,2000
1847,New Year's Eve,5.7,22,70458,54540525,2011
1848,Wag the Dog,7.1,73,70404,43022524,1997
1849,42,7.5,62,70368,95001343,2013
1850,Hidalgo,6.7,54,70348,67286731,2004
1851,Solaris,6.2,65,70320,14970038,2002
1852,Grandma's Boy,7.0,33,70216,6088249,2006
1853,Open Season,6.2,49,70218,84303558,2006
1854,Tropa de Elite 2: O Inimigo Agora é Outro,8.1,71,70194,100119,2010
1855,Say Anything...,7.4,85,70167,20781385,1989
1856,"I, Frankenstein",5.1,30,70122,19059018,2014
1857,World Trade Center,6.0,66,70096,70236496,2006
1858,Semi-Pro,5.8,47,69971,33472850,2008
1859,Mississippi Burning,7.8,65,69927,34603943,1988
1860,Only Lovers Left Alive,7.3,79,69700,1879534,2013
1861,Delicatessen,7.7,66,69610,1794187,1991
1862,The Pink Panther,5.6,38,69451,82226474,2006
1863,The Huntsman: Winter's War,6.1,35,69428,47952020,2016
1864,Chicken Little,5.8,48,69375,135381507,2005
1865,Legend of the Guardians: The Owls of Ga'Hoole,7.0,53,69168,55673333,2010
1866,Nacho Libre,5.7,52,69111,80197993,2006
1867,Eat Pray Love,5.7,50,69047,80574010,2010
1868,Flubber,5.2,37,68968,92969824,1997
1869,Festen,8.1,82,68908,1647780,1998
1870,Coherence,7.2,65,68847,68877,2013
1871,Selma,7.5,89,68820,52066000,2014
1872,Spanglish,6.4,48,68796,42044321,2004
1873,You're Next,6.5,66,68796,18474268,2011
1874,Snitch,6.5,51,68750,42919096,2013
1875,The Guard,7.3,78,68732,5359774,2011
1876,October Sky,7.8,71,68715,32481825,1999
1877,Pet Sematary,6.6,38,68708,57469179,1989
1878,Taking Lives,6.2,38,68626,32682342,2004
1879,Self/less,6.5,34,68618,12276810,2015
1880,Thir13en Ghosts,5.6,30,68601,41867960,2001
1881,The Dukes of Hazzard,5.1,33,68500,80270227,2005
1882,Kate & Leopold,6.4,44,68472,47095453,2001
1883,Malcolm X,7.7,72,68449,48169908,1992
1884,Centurion,6.4,62,68441,122288,2010
1885,U-571,6.6,62,68332,77086030,2000
1886,Jane Eyre,7.4,76,68304,11232825,2011
1887,The Hudsucker Proxy,7.3,53,68247,2869369,1994
1888,Trois couleurs: Rouge,8.1,100,68236,4043686,1994
1889,Dope,7.3,72,68198,17474107,2015
1890,88 Minutes,5.9,17,68122,16930884,2007
1891,Gosford Park,7.3,90,68022,41300105,2001
1892,Mar adentro,8.0,74,67957,2086345,2004
1893,Abduction,5.1,25,67920,28064226,2011
1894,Assault on Precinct 13,6.3,54,67846,19976073,2005
1895,Star Trek: The Motion Picture,6.4,48,67842,82300000,1979
1896,Beastly,5.6,40,67787,27854896,2011
1897,The Straight Story,8.0,86,67769,6197866,1999
1898,Battlefield Earth,2.4,9,67752,21471685,2000
1899,The House Bunny,5.5,55,67741,48237389,2008
1900,A Cinderella Story,5.9,25,67733,51431160,2004
1901,A Perfect Murder,6.5,50,67639,67629105,1998
1902,Scrooged,7.0,38,67617,60328558,1988
1903,Young Adult,6.3,71,67606,16300302,2011
1904,The Inbetweeners Movie,6.8,44,67568,35955,2011
1905,Uncle Buck,7.0,51,67556,66758538,1989
1906,The Invasion,5.9,45,67493,15071514,2007
1907,The Piano,7.6,89,67386,40158000,1993
1908,Youth in Revolt,6.5,63,67305,15281286,2009
1909,The Fisher King,7.6,61,67214,41895491,1991
1910,Nymphomaniac: Vol. II,6.7,60,67179,326983,2013
1911,The Bad Lieutenant: Port of Call - New Orleans,6.7,69,67169,1697956,2009
1912,Broken City,6.2,49,67078,19692608,2013
1913,Unfaithful,6.7,63,67043,52752475,2002
1914,Busanhaeng,7.5,72,66977,2129768,2016
1915,Swingers,7.3,71,66952,4505922,1996
1916,Turbo,6.5,58,66950,83024900,2013
1917,Look Who's Talking,5.8,51,66940,140088813,1989
1918,Notes on a Scandal,7.4,73,66884,17508670,2006
1919,Snake Eyes,5.9,52,66874,55585389,1998
1920,Kingpin,6.9,43,66630,24944213,1996
1921,The Kings of Summer,7.2,61,66571,1290312,2013
1922,Dante's Peak,5.9,43,66483,67155742,1997
1923,Phenomenon,6.4,41,66479,104632573,1996
1924,Wild at Heart,7.2,52,66450,14560247,1990
1925,Green Room,7.0,79,66443,3219029,2015
1926,The Tuxedo,5.3,30,66442,50189179,2002
1927,The Mothman Prophecies,6.5,52,66419,35228696,2002
1928,Flipped,7.7,45,66398,1752214,2010
1929,The Uninvited,6.4,43,66186,28573173,2009
1930,Into the Blue,5.8,45,66180,18472363,2005
1931,Heathers,7.3,73,66178,1108462,1988
1932,Confessions of a Shopaholic,5.9,38,66160,44268860,2009
1933,Bom yeoreum gaeul gyeoul geurigo bom,8.1,85,66151,2380788,2003
1934,Swiss Army Man,7.0,64,66113,4208879,2016
1935,Frida,7.4,61,66083,25776062,2002
1936,American Ultra,6.1,50,65953,14434604,2015
1937,Outlander,6.3,40,65930,160641,2008
1938,The Land Before Time,7.3,66,65908,48092846,1988
1939,The Birdcage,7.0,72,65896,123986682,1996
1940,Sky High,6.2,62,65876,63939454,2005
1941,The Fourth Kind,5.9,34,65873,25464480,2009
1942,Get Shorty,6.9,82,65777,72077000,1995
1943,Awake,6.5,33,65772,14373825,2007
1944,The Duchess,6.9,62,65740,13823741,2008
1945,Flatliners,6.6,55,65738,61490000,1990
1946,Star Trek IV: The Voyage Home,7.3,67,65739,109713132,1986
1947,Big Eyes,7.0,62,65617,14479776,2014
1948,Grimsby,6.2,44,65583,6864016,2016
1949,Penguins of Madagascar,6.7,53,65572,83348920,2014
1950,Entourage,6.6,38,65566,32361416,2015
1951,Risky Business,6.8,75,65531,63500000,1983
1952,The Last Song,5.9,33,65510,62933793,2010
1953,Disconnect,7.6,64,65420,1435950,2012
1954,The Black Dahlia,5.6,49,65313,22518325,2006
1955,Burlesque,6.4,47,65232,39440655,2010
1956,Mona Lisa Smile,6.4,45,65228,63695760,2003
1957,The Wedding Planner,5.2,33,65221,60400856,2001
1958,Super,6.8,50,65171,322157,2010
1959,Huo yuanjia,7.7,70,65143,24623719,2006
1960,Insidious: Chapter 3,6.1,52,65122,52200504,2015
1961,Red Dawn,5.4,31,65108,44800706,2012
1962,Rock of Ages,5.9,47,65071,38509342,2012
1963,Cocktail,5.8,12,65068,78222753,1988
1964,Doomsday,6.0,51,65047,10955425,2008
1965,Cabin Fever,5.6,56,65042,21156247,2002
1966,"Paris, je t'aime",7.3,66,65029,4857376,2006
1967,Stir of Echoes,7.0,67,64975,21133087,1999
1968,Frailty,7.3,64,64960,13103828,2001
1969,Un long dimanche de fiançailles,7.7,76,64959,6167817,2004
1970,Premonition,5.9,29,64958,47852604,2007
1971,Wanderlust,5.6,53,64949,17225675,2012
1972,Slither,6.5,69,64880,7774730,2006
1973,Twin Peaks: Fire Walk with Me,7.2,28,64829,4160851,1992
1974,The Color Purple,7.8,78,64780,94175854,1985
1975,The Road to El Dorado,6.9,51,64778,50802661,2000
1976,Stay,6.9,41,64746,3626883,2005
1977,Derailed,6.6,40,64744,36020063,2005
1978,Do the Right Thing,7.9,91,64734,27545445,1989
1979,Weird Science,6.6,46,64640,16300000,1985
1980,Days of Thunder,5.9,60,64536,82670733,1990
1981,Case 39,6.2,25,64524,13248477,2009
1982,Jack and Jill,3.4,23,64425,74158157,2011
1983,Delivery Man,6.4,44,64381,30659817,2013
1984,Project Almanac,6.4,47,64319,22331028,2015
1985,Beverly Hills Cop III,5.5,16,64308,42610000,1994
1986,Collateral Damage,5.5,33,64272,40048332,2002
1987,40 Days and 40 Nights,5.6,53,64190,37939782,2002
1988,21 & Over,5.9,34,64177,25675765,2013
1989,On Her Majesty's Secret Service,6.8,61,64165,22800000,1969
1990,Star Trek: Generations,6.6,55,64149,75668868,1994
1991,House of 1000 Corpses,6.0,31,64071,12583510,2003
1992,Garfield,5.0,27,64049,75367693,2004
1993,The Flintstones,4.8,38,64035,130512915,1994
1994,The Words,7.1,37,64025,11434867,2012
1995,Hot Rod,6.7,43,63960,13920741,2007
1996,Rio 2,6.4,49,63849,131536019,2014
1997,All Is Lost,6.9,87,63784,6262942,2013
1998,G.I. Jane,5.9,62,63701,48154732,1997
1999,Speed 2: Cruise Control,3.7,23,63674,48068396,1997
2000,Hitchcock,6.8,55,63663,6002708,2012
2001,Six Days Seven Nights,5.8,51,63655,74329966,1998
2002,Blue Streak,6.3,46,63542,68208190,1999
2003,Ong-bak,7.2,69,63487,4560061,2003
2004,Fool's Gold,5.7,29,63436,70224196,2008
2005,Zwartboek,7.8,71,63413,4398392,2006
2006,Machete Kills,5.6,41,63407,7268659,2013
2007,Short Term 12,8.0,82,63393,1010414,2013
2008,La science des rêves,7.3,70,63372,4663809,2006
2009,The SpongeBob SquarePants Movie,7.0,66,63357,85416609,2004
2010,Hardcore Henry,6.7,51,63353,9244565,2015
2011,Sunshine Cleaning,6.9,61,63335,12055108,2008
2012,Girl with a Pearl Earring,7.0,72,63295,11634362,2003
2013,The Incredible Burt Wonderstone,5.9,44,63282,22525921,2013
2014,The Pelican Brief,6.6,50,63274,100768056,1993
2015,The Long Kiss Goodnight,6.7,44,63248,33328051,1996
2016,Space Cowboys,6.4,73,63240,90454043,2000
2017,Mission to Mars,5.6,34,63057,60874615,2000
2018,Concussion,7.1,55,63054,34531832,2015
2019,Sex and the City 2,4.3,27,63041,95328937,2010
2020,How to Lose Friends & Alienate People,6.5,35,63038,2775593,2008
2021,The Squid and the Whale,7.4,82,62995,7362100,2005
2022,God Bless America,7.2,56,62836,122029,2011
2023,Killer Joe,6.7,62,62786,1987762,2011
2024,What's Your Number?,6.1,35,62784,13987482,2011
2025,Ghost Town,6.7,72,62773,13214030,2008
2026,Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,40,62739,541226,2016
2027,Star Trek III: The Search for Spock,6.7,55,62516,76400000,1984
2028,In the Valley of Elah,7.2,65,62503,6777589,2007
2029,"Synecdoche, New York",7.5,67,62458,3081925,2008
2030,The Sitter,5.7,39,62417,30538669,2011
2031,La grande bellezza,7.7,86,62412,2835886,2013
2032,Whatever Works,7.2,45,62397,5306447,2009
2033,Death Sentence,6.8,36,62353,9525276,2007
2034,Detachment,7.7,52,62311,71177,2011
2035,Deuce Bigalow: Male Gigolo,5.7,30,62289,65535067,1999
2036,Along Came a Spider,6.3,42,62225,74058698,2001
2037,Holes,7.1,71,62193,67325559,2003
2038,The Ruins,5.9,44,62176,17427926,2008
2039,Horns,6.5,46,62128,164480,2013
2040,Morning Glory,6.5,57,62093,30993544,2010
2041,How to Be Single,6.1,51,62078,46813366,2016
2042,A Most Wanted Man,6.8,73,62025,17237244,2014
2043,Upside Down,6.4,45,61987,102118,2012
2044,Star Trek: Nemesis,6.4,51,61955,43119879,2002
2045,Blindness,6.6,45,61938,3073392,2008
2046,The Color of Money,7.0,77,61902,52293982,1986
2047,No Reservations,6.3,50,61871,43097652,2007
2048,Volcano,5.4,55,61856,47474112,1997
2049,Failure to Launch,5.6,47,61793,88658172,2006
2050,Clue,7.3,36,61743,3149676,1985
2051,Demolition,7.0,49,61700,1822315,2015
2052,Frank,7.0,75,61675,644906,2014
2053,Addams Family Values,6.6,62,61646,48860359,1993
2054,House at the End of the Street,5.6,31,61610,31607598,2012
2055,Siu Lam juk kau,7.3,68,61406,488872,2001
2056,Be Cool,5.7,37,61399,55808744,2005
2057,Alvin and the Chipmunks,5.2,39,61374,217326336,2007
2058,The Human Centipede (First Sequence),4.4,33,61356,181467,2009
2059,Dark Skies,6.3,50,61325,17411930,2013
2060,Backdraft,6.7,38,61279,77868585,1991
2061,Go,7.3,72,61185,16842303,1999
2062,The Outsiders,7.2,38,61184,25600000,1983
2063,Bewitched,4.8,34,61057,62252415,2005
2064,Shaft,5.9,50,61014,70327868,2000
2065,Lost in Space,5.1,42,60960,69102910,1998
2066,I Spit on Your Grave,6.3,27,60939,92401,2010
2067,Elizabethtown,6.4,45,60778,26838389,2005
2068,Seventh Son,5.5,30,60772,17176900,2014
2069,A Lot Like Love,6.6,48,60726,21835784,2005
2070,Speed Racer,6.0,37,60656,43929341,2008
2071,What to Expect When You're Expecting,5.7,41,60652,41102171,2012
2072,EverAfter,7.0,66,60654,65703412,1998
2073,Ninja Assassin,6.4,34,60631,38105077,2009
2074,The Siege,6.3,53,60624,40932372,1998
2075,Four Lions,7.3,68,60587,304137,2010
