price,beds,baths,area_sqft,car_space_garage,street,city,district,postal,broker
"$500,000",7,4+,,3,471 Parker St,Newark,NJ,07104,RE/MAX Fortune Prop
"$450,000",7,4,,,165 Polk St,Newark,NJ,07105,RE/MAX SELECT
"$489,000",8,5,,,581-583 Broadway,Newark,NJ,07104,Curtinez Realty LLC
"$140,000",8,1,,,823 S 14th St,Newark,NJ,07108,RE/MAX HERITAGE PROPERTIES
"$289,000",6,4,"2,850",,505 S 19th St,Newark,NJ,07103,REALTY MARK FIRST CHOICE
"$124,900",6,2,,,83-85 Brookdale Ave,Newark,NJ,07106,RE/MAX FIRST REALTY II
"$225,000",2,2,,,902 N 5th St Unit,Newark,NJ,07107,EXIT PLATINUM REALTY
"$160,000",4,2,,,410 Chadwick Ave,Newark,NJ,07112,Keller Williams Team Realty
"$185,000",3,1,,,220 Astor St,Newark,NJ,07114,RE/MAX SELECT
"$625,000",8,4,,,463-465 N 13th St,Newark,NJ,07107,Coldwell Banker Residential Brokerage - Westfield West
"$250,000",5,2,,,444-446 S 7th St,Newark,NJ,07103,EXIT PLATINUM REALTY
"$69,900",3,2,,,140 Lehigh Ave,Newark,NJ,07112,Marco Carvalho
"$360,000",9,4+,,,200 Fairmount Ave,Newark,NJ,07103,NEW GROUP REALTY LLC
"$549,900",6,3+,,1,501 Highland Ave,Newark,NJ,07104,KELLER WILLIAMS MID-TOWN DIRECT REALTY
"$269,000",2,1,,2,63-69 Rome St,Newark,NJ,07105,NEW GROUP REALTY LLC
"$325,000",5,3,,,90-92 Midland Pl Unit 2,Newark,NJ,07106,Coldwell Banker Residential Brokerage - Maplewood Office
"$159,000",5,3,,,26 Hecker St,Newark,NJ,07103,"MARANATHA REALTY, INC."
"$189,900",3,1,,,92 2 Jabez St,Newark,NJ,07105,SELLSTATE PROPERTY SOLUTIONS
